user_id,job_id,college_id,job_name,job_type,company_name,job_location,salary,created_at,updated_at,job_status
349,17,102,AI Engineer,Full-time,ACCENTURE,Chennai,₹ 12 LPA,2025-10-30 15:57:41.197527,2026-01-04 15:57:41.205568,Open
56,18,101,Machine Learning Engineer,Internship,ALLSTATE,Pune,"₹ 15,000",2026-01-02 15:57:41.197576,2026-01-09 15:57:41.205576,Closed
492,19,104,Data Analyst,Part-time,ACCENTURE,Remote,₹ 10 LPA,2025-11-09 15:57:41.197599,2026-01-01 15:57:41.205582,Open
89,20,101,Full Stack Developer,Full-time,ACCENTURE,Bangalore,₹ 10 LPA,2025-12-04 15:57:41.197622,2026-01-28 15:57:41.205590,Expired
196,21,101,UX Design Internship,Full-time,UBS,Pune,₹ 10 LPA,2025-10-04 15:57:41.197644,2025-12-31 15:57:41.205597,Closed
380,22,103,Machine Learning Engineer,Internship,ALLSTATE,Hyderabad,"₹ 25,000",2025-12-13 15:57:41.197671,2026-01-13 15:57:41.205604,Closed
147,23,102,Frontend Developer,Full-time,DELOITTE,Mumbai,₹ 6 LPA,2025-12-20 15:57:41.197693,2025-12-31 15:57:41.205610,Expired
402,24,104,AI Engineer,Full-time,GOOGLE,Chennai,₹ 12 LPA,2025-12-27 15:57:41.197713,2026-01-12 15:57:41.205617,Expired
465,25,102,Frontend Developer,Part-time,ALLSTATE,Mumbai,"₹ 15,000",2025-12-04 15:57:41.197734,2026-01-17 15:57:41.205624,Expired
245,26,101,UX Design Internship,Internship,TCS,Pune,₹ 6 LPA,2025-10-11 15:57:41.197755,2026-01-22 15:57:41.205631,Expired
81,27,104,UX Design Internship,Part-time,ALLSTATE,Mumbai,₹ 8 LPA,2025-11-15 15:57:41.197777,2025-12-31 15:57:41.205638,Open
439,28,104,Frontend Developer,Full-time,GOOGLE,Hyderabad,₹ 8 LPA,2026-01-21 15:57:41.197801,2026-01-11 15:57:41.205646,Open
20,29,101,Gen-AI Engineer,Full-time,UBS,Pune,₹ 10 LPA,2025-10-23 15:57:41.197821,2026-01-16 15:57:41.205653,Closed
162,30,104,Data Analyst,Full-time,GOOGLE,Hyderabad,₹ 10 LPA,2025-12-25 15:57:41.197841,2026-01-07 15:57:41.205659,Expired
108,31,101,Backend Developer,Full-time,ACCENTURE,Pune,₹ 10 LPA,2025-12-17 15:57:41.197862,2026-01-11 15:57:41.205666,Expired
484,32,102,Gen-AI Engineer,Internship,ACCENTURE,Pune,"₹ 25,000",2026-01-16 15:57:41.197882,2026-01-06 15:57:41.205686,Open
406,33,101,Data Scientist,Part-time,ACCENTURE,Pune,"₹ 15,000",2025-12-16 15:57:41.197903,2026-01-28 15:57:41.205693,Open
310,34,104,Machine Learning Engineer,Full-time,ALLSTATE,Mumbai,"₹ 15,000",2025-10-12 15:57:41.197924,2026-01-20 15:57:41.205700,Closed
99,35,103,Software Engineer,Internship,DELOITTE,Remote,₹ 8 LPA,2025-10-09 15:57:41.197944,2025-12-31 15:57:41.205707,Expired
158,36,101,Data Scientist,Part-time,GOOGLE,Pune,₹ 10 LPA,2026-01-22 15:57:41.197963,2026-01-21 15:57:41.205714,Closed
331,37,104,Gen-AI Engineer,Part-time,DELOITTE,Remote,"₹ 25,000",2025-10-18 15:57:41.197983,2026-01-27 15:57:41.205721,Expired
89,38,103,Data Analyst,Part-time,UBS,Hyderabad,₹ 12 LPA,2025-12-21 15:57:41.198003,2026-01-03 15:57:41.205728,Expired
136,39,104,Frontend Developer,Full-time,LTMINDTREE,Pune,"₹ 25,000",2025-12-14 15:57:41.198024,2026-01-06 15:57:41.205735,Closed
365,40,104,Frontend Developer,Full-time,LTMINDTREE,Pune,"₹ 15,000",2025-11-16 15:57:41.198044,2026-01-15 15:57:41.205741,Closed
18,41,103,Data Scientist,Full-time,DELOITTE,Remote,₹ 12 LPA,2026-01-27 15:57:41.198064,2026-01-22 15:57:41.205748,Open
426,42,102,Gen-AI Engineer,Part-time,ALLSTATE,Mumbai,₹ 12 LPA,2025-10-14 15:57:41.198085,2026-01-04 15:57:41.205755,Expired
41,43,103,AI Engineer,Part-time,ALLSTATE,Chennai,"₹ 25,000",2025-10-15 15:57:41.198105,2026-01-22 15:57:41.205762,Expired
184,44,101,Backend Developer,Part-time,TCS,Hyderabad,"₹ 15,000",2025-12-28 15:57:41.198126,2026-01-03 15:57:41.205769,Expired
474,45,104,Full Stack Developer,Full-time,ACCENTURE,Remote,₹ 10 LPA,2025-10-05 15:57:41.198146,2026-01-03 15:57:41.205776,Closed
437,46,103,Frontend Developer,Part-time,INFOSYS,Hyderabad,₹ 6 LPA,2026-01-07 15:57:41.198167,2026-01-15 15:57:41.205783,Open
363,47,104,Full Stack Developer,Full-time,DELOITTE,Chennai,₹ 6 LPA,2025-12-14 15:57:41.198188,2026-01-25 15:57:41.205789,Closed
85,48,103,Frontend Developer,Internship,LTMINDTREE,Bangalore,"₹ 25,000",2025-11-07 15:57:41.198207,2026-01-16 15:57:41.205796,Closed
252,49,102,AI Engineer,Part-time,ONEGO,Hyderabad,"₹ 25,000",2025-10-01 15:57:41.198227,2026-01-06 15:57:41.205803,Expired
370,50,102,Software Engineer,Internship,ACCENTURE,Pune,₹ 10 LPA,2025-10-28 15:57:41.198247,2026-01-29 15:57:41.205810,Expired
420,51,103,Data Analyst,Internship,TCS,Remote,₹ 10 LPA,2026-01-20 15:57:41.198267,2026-01-05 15:57:41.205818,Closed
349,52,103,UX Design Internship,Part-time,ALLSTATE,Mumbai,₹ 10 LPA,2025-10-18 15:57:41.198288,2026-01-11 15:57:41.205827,Open
88,53,104,Data Scientist,Internship,ONEGO,Bangalore,₹ 10 LPA,2025-10-07 15:57:41.198309,2026-01-10 15:57:41.205833,Closed
144,54,102,Data Scientist,Internship,ONEGO,Mumbai,₹ 12 LPA,2025-12-07 15:57:41.198331,2026-01-10 15:57:41.205841,Expired
385,55,102,Gen-AI Engineer,Part-time,ACCENTURE,Chennai,"₹ 25,000",2025-11-26 15:57:41.198350,2026-01-08 15:57:41.205848,Expired
379,56,104,Data Scientist,Internship,DELOITTE,Hyderabad,"₹ 25,000",2025-12-22 15:57:41.198371,2026-01-15 15:57:41.205855,Closed
155,57,102,Machine Learning Engineer,Part-time,MPHASIS,Chennai,"₹ 25,000",2025-12-24 15:57:41.198389,2026-01-02 15:57:41.205862,Open
134,58,101,Full Stack Developer,Full-time,ONEGO,Remote,"₹ 15,000",2025-12-03 15:57:41.198411,2026-01-01 15:57:41.205869,Open
172,59,103,UX Design Internship,Full-time,GOOGLE,Pune,₹ 10 LPA,2025-12-31 15:57:41.198454,2025-12-30 15:57:41.205876,Expired
79,60,101,Backend Developer,Part-time,ACCENTURE,Hyderabad,"₹ 25,000",2025-10-24 15:57:41.198465,2026-01-20 15:57:41.205884,Expired
57,61,104,Full Stack Developer,Full-time,ONEGO,Hyderabad,₹ 6 LPA,2025-12-16 15:57:41.198473,2026-01-15 15:57:41.205890,Open
361,62,104,Backend Developer,Part-time,DELOITTE,Hyderabad,₹ 10 LPA,2025-10-16 15:57:41.198479,2026-01-29 15:57:41.205897,Closed
49,63,102,Backend Developer,Full-time,ACCENTURE,Chennai,₹ 6 LPA,2026-01-06 15:57:41.198487,2026-01-14 15:57:41.205904,Expired
67,64,102,Data Analyst,Full-time,GOOGLE,Remote,₹ 6 LPA,2025-12-26 15:57:41.198493,2026-01-04 15:57:41.205911,Closed
366,65,103,Gen-AI Engineer,Part-time,DELOITTE,Pune,"₹ 25,000",2025-10-16 15:57:41.198500,2026-01-21 15:57:41.205918,Closed
12,66,104,Data Analyst,Full-time,LTMINDTREE,Hyderabad,₹ 8 LPA,2025-10-23 15:57:41.198512,2026-01-16 15:57:41.205927,Open
407,67,101,Data Scientist,Internship,LTMINDTREE,Hyderabad,₹ 12 LPA,2025-12-07 15:57:41.198519,2026-01-20 15:57:41.205934,Expired
213,68,104,AI Engineer,Full-time,MPHASIS,Chennai,₹ 8 LPA,2025-12-28 15:57:41.198526,2026-01-05 15:57:41.205941,Open
425,69,102,Frontend Developer,Part-time,LTMINDTREE,Bangalore,₹ 12 LPA,2025-11-13 15:57:41.198533,2026-01-16 15:57:41.205947,Open
62,70,101,Gen-AI Engineer,Part-time,DELOITTE,Pune,₹ 6 LPA,2025-11-26 15:57:41.198540,2026-01-20 15:57:41.205954,Expired
209,71,101,Machine Learning Engineer,Full-time,LTMINDTREE,Chennai,"₹ 25,000",2025-12-08 15:57:41.198546,2026-01-02 15:57:41.205961,Open
113,72,102,Software Engineer,Full-time,ACCENTURE,Remote,₹ 10 LPA,2025-12-31 15:57:41.198554,2026-01-22 15:57:41.205967,Expired
421,73,101,Machine Learning Engineer,Internship,MPHASIS,Chennai,₹ 10 LPA,2025-10-08 15:57:41.198561,2026-01-06 15:57:41.205974,Open
18,74,104,Machine Learning Engineer,Internship,INFOSYS,Remote,"₹ 25,000",2025-12-09 15:57:41.198568,2026-01-09 15:57:41.205981,Closed
209,75,102,Gen-AI Engineer,Part-time,ACCENTURE,Remote,"₹ 25,000",2025-11-20 15:57:41.198575,2026-01-21 15:57:41.205988,Open
385,76,102,Software Engineer,Internship,INFOSYS,Mumbai,₹ 10 LPA,2025-12-23 15:57:41.198582,2026-01-21 15:57:41.205994,Open
254,77,102,Data Scientist,Internship,GOOGLE,Mumbai,"₹ 25,000",2025-12-05 15:57:41.198589,2026-01-08 15:57:41.206001,Closed
498,78,101,Data Scientist,Full-time,DELOITTE,Bangalore,"₹ 15,000",2025-11-10 15:57:41.198601,2026-01-04 15:57:41.206010,Closed
335,79,104,Full Stack Developer,Internship,ACCENTURE,Hyderabad,₹ 6 LPA,2026-01-11 15:57:41.198608,2026-01-20 15:57:41.206017,Closed
340,80,103,UX Design Internship,Part-time,INFOSYS,Bangalore,₹ 8 LPA,2025-11-01 15:57:41.198615,2026-01-19 15:57:41.206023,Closed
348,81,101,Data Scientist,Part-time,ONEGO,Bangalore,₹ 10 LPA,2025-11-17 15:57:41.198622,2026-01-27 15:57:41.206030,Open
21,82,104,Data Analyst,Part-time,DELOITTE,Bangalore,"₹ 25,000",2025-10-15 15:57:41.198628,2026-01-26 15:57:41.206037,Open
111,83,104,Frontend Developer,Full-time,INFOSYS,Hyderabad,"₹ 25,000",2025-11-06 15:57:41.198635,2026-01-13 15:57:41.206044,Open
37,84,104,AI Engineer,Internship,TCS,Pune,"₹ 15,000",2025-12-11 15:57:41.198642,2026-01-12 15:57:41.206050,Closed
330,85,104,Backend Developer,Full-time,ALLSTATE,Remote,₹ 8 LPA,2026-01-27 15:57:41.198649,2026-01-28 15:57:41.206057,Open
225,86,103,Gen-AI Engineer,Internship,ONEGO,Chennai,₹ 12 LPA,2025-11-06 15:57:41.198656,2026-01-15 15:57:41.206064,Expired
152,87,101,Backend Developer,Part-time,TCS,Chennai,₹ 6 LPA,2026-01-07 15:57:41.198662,2026-01-08 15:57:41.206071,Closed
334,88,103,Machine Learning Engineer,Internship,GOOGLE,Pune,"₹ 15,000",2025-10-02 15:57:41.198669,2026-01-11 15:57:41.206077,Closed
367,89,102,Frontend Developer,Full-time,LTMINDTREE,Hyderabad,₹ 10 LPA,2025-10-28 15:57:41.198676,2026-01-02 15:57:41.206084,Closed
92,90,103,Data Scientist,Part-time,INFOSYS,Mumbai,"₹ 25,000",2025-12-04 15:57:41.198683,2026-01-05 15:57:41.206091,Closed
348,91,103,Software Engineer,Full-time,ACCENTURE,Pune,₹ 8 LPA,2025-11-14 15:57:41.198690,2026-01-23 15:57:41.206098,Closed
46,92,103,Data Scientist,Part-time,ALLSTATE,Remote,₹ 10 LPA,2025-12-18 15:57:41.198697,2026-01-18 15:57:41.206104,Closed
479,93,104,UX Design Internship,Full-time,INFOSYS,Chennai,"₹ 15,000",2025-10-03 15:57:41.198704,2026-01-14 15:57:41.206112,Open
432,94,102,Frontend Developer,Part-time,ACCENTURE,Chennai,"₹ 15,000",2025-11-19 15:57:41.198713,2026-01-22 15:57:41.206120,Expired
50,95,102,Data Scientist,Internship,MPHASIS,Remote,₹ 10 LPA,2026-01-14 15:57:41.198720,2026-01-16 15:57:41.206127,Closed
305,96,101,Frontend Developer,Internship,ONEGO,Chennai,"₹ 15,000",2025-12-04 15:57:41.198727,2026-01-29 15:57:41.206134,Expired
292,97,103,Frontend Developer,Internship,DELOITTE,Mumbai,₹ 12 LPA,2025-12-07 15:57:41.198759,2026-01-22 15:57:41.206141,Open
178,98,102,Data Analyst,Internship,INFOSYS,Bangalore,"₹ 15,000",2025-11-06 15:57:41.198767,2026-01-22 15:57:41.206148,Expired
324,99,101,Data Scientist,Full-time,INFOSYS,Remote,"₹ 15,000",2025-12-18 15:57:41.198786,2026-01-11 15:57:41.206155,Closed
39,100,104,Software Engineer,Full-time,UBS,Pune,"₹ 15,000",2026-01-19 15:57:41.198793,2026-01-09 15:57:41.206162,Open
326,101,101,Data Analyst,Part-time,ONEGO,Pune,₹ 12 LPA,2025-10-05 15:57:41.198800,2026-01-03 15:57:41.206169,Expired
387,102,103,Full Stack Developer,Full-time,TCS,Pune,₹ 10 LPA,2025-11-18 15:57:41.198807,2026-01-29 15:57:41.206175,Open
193,103,103,UX Design Internship,Part-time,ONEGO,Pune,₹ 10 LPA,2026-01-23 15:57:41.198814,2026-01-23 15:57:41.206182,Closed
425,104,104,Machine Learning Engineer,Full-time,INFOSYS,Pune,₹ 10 LPA,2025-12-30 15:57:41.198821,2026-01-06 15:57:41.206189,Closed
436,105,101,Data Analyst,Internship,GOOGLE,Mumbai,₹ 12 LPA,2026-01-02 15:57:41.198828,2026-01-04 15:57:41.206196,Open
188,106,104,UX Design Internship,Internship,UBS,Mumbai,₹ 12 LPA,2025-11-30 15:57:41.198835,2026-01-24 15:57:41.206202,Expired
407,107,103,Frontend Developer,Internship,MPHASIS,Remote,₹ 12 LPA,2025-11-15 15:57:41.198842,2026-01-23 15:57:41.206209,Closed
487,108,103,Gen-AI Engineer,Internship,MPHASIS,Hyderabad,"₹ 25,000",2025-11-11 15:57:41.198849,2026-01-21 15:57:41.206216,Expired
201,109,103,Full Stack Developer,Part-time,ACCENTURE,Remote,₹ 10 LPA,2025-11-13 15:57:41.198856,2026-01-05 15:57:41.206223,Open
383,110,104,Software Engineer,Full-time,DELOITTE,Mumbai,₹ 12 LPA,2025-11-05 15:57:41.198865,2026-01-14 15:57:41.206231,Expired
202,111,103,Software Engineer,Internship,LTMINDTREE,Hyderabad,"₹ 15,000",2026-01-03 15:57:41.198872,2026-01-25 15:57:41.206239,Expired
350,112,104,AI Engineer,Internship,ALLSTATE,Mumbai,₹ 10 LPA,2025-10-21 15:57:41.198879,2026-01-10 15:57:41.206245,Closed
496,113,102,Full Stack Developer,Part-time,GOOGLE,Chennai,₹ 6 LPA,2025-10-29 15:57:41.198886,2026-01-18 15:57:41.206252,Closed
266,114,101,AI Engineer,Internship,MPHASIS,Mumbai,₹ 12 LPA,2025-12-06 15:57:41.198893,2026-01-27 15:57:41.206259,Closed
226,115,102,Software Engineer,Full-time,ACCENTURE,Pune,₹ 8 LPA,2025-10-26 15:57:41.198900,2026-01-12 15:57:41.206266,Expired
425,116,104,Full Stack Developer,Internship,DELOITTE,Remote,₹ 8 LPA,2025-11-21 15:57:41.198907,2026-01-11 15:57:41.206273,Closed
276,117,102,Software Engineer,Part-time,DELOITTE,Remote,₹ 10 LPA,2025-11-18 15:57:41.198913,2026-01-27 15:57:41.206292,Expired
427,118,104,Software Engineer,Part-time,INFOSYS,Chennai,₹ 6 LPA,2025-10-28 15:57:41.198920,2026-01-13 15:57:41.206299,Expired
487,119,104,AI Engineer,Part-time,LTMINDTREE,Remote,₹ 8 LPA,2025-10-12 15:57:41.198927,2025-12-30 15:57:41.206305,Closed
325,120,101,AI Engineer,Internship,GOOGLE,Chennai,₹ 6 LPA,2025-11-24 15:57:41.198934,2026-01-25 15:57:41.206312,Open
103,121,103,Software Engineer,Full-time,MPHASIS,Mumbai,"₹ 15,000",2025-12-03 15:57:41.198942,2026-01-14 15:57:41.206320,Expired
258,122,104,AI Engineer,Full-time,ONEGO,Chennai,₹ 8 LPA,2026-01-13 15:57:41.198950,2026-01-27 15:57:41.206327,Open
274,123,101,AI Engineer,Internship,MPHASIS,Remote,"₹ 15,000",2025-10-26 15:57:41.198957,2026-01-29 15:57:41.206333,Expired
89,124,104,Machine Learning Engineer,Internship,ACCENTURE,Mumbai,₹ 8 LPA,2025-10-14 15:57:41.198964,2026-01-25 15:57:41.206340,Expired
211,125,104,UX Design Internship,Part-time,INFOSYS,Remote,"₹ 15,000",2025-10-09 15:57:41.198971,2026-01-15 15:57:41.206347,Expired
327,126,101,Data Scientist,Internship,INFOSYS,Mumbai,"₹ 25,000",2026-01-02 15:57:41.198978,2026-01-23 15:57:41.206353,Expired
81,127,104,Data Scientist,Part-time,UBS,Chennai,₹ 6 LPA,2026-01-15 15:57:41.198985,2026-01-07 15:57:41.206360,Closed
97,128,104,UX Design Internship,Part-time,ALLSTATE,Pune,₹ 10 LPA,2025-11-14 15:57:41.198992,2026-01-25 15:57:41.206367,Closed
273,129,102,Machine Learning Engineer,Full-time,ONEGO,Remote,"₹ 15,000",2025-12-04 15:57:41.198998,2026-01-23 15:57:41.206374,Closed
64,130,101,AI Engineer,Internship,GOOGLE,Remote,"₹ 25,000",2026-01-15 15:57:41.199031,2026-01-26 15:57:41.206382,Expired
318,131,101,Backend Developer,Part-time,ALLSTATE,Bangalore,₹ 10 LPA,2025-10-12 15:57:41.199038,2026-01-02 15:57:41.206389,Open
245,132,103,Data Scientist,Full-time,TCS,Bangalore,"₹ 25,000",2025-12-12 15:57:41.199045,2026-01-08 15:57:41.206396,Closed
375,133,104,UX Design Internship,Part-time,LTMINDTREE,Pune,"₹ 25,000",2025-10-28 15:57:41.199052,2026-01-18 15:57:41.206403,Open
351,134,101,Data Analyst,Full-time,GOOGLE,Bangalore,"₹ 15,000",2025-12-25 15:57:41.199059,2026-01-13 15:57:41.206410,Closed
31,135,104,Full Stack Developer,Full-time,TCS,Hyderabad,₹ 12 LPA,2025-12-30 15:57:41.199065,2026-01-27 15:57:41.206417,Expired
81,136,102,AI Engineer,Full-time,GOOGLE,Chennai,"₹ 25,000",2025-11-17 15:57:41.199072,2026-01-20 15:57:41.206423,Closed
382,137,104,Gen-AI Engineer,Internship,GOOGLE,Pune,"₹ 25,000",2025-10-07 15:57:41.199079,2026-01-09 15:57:41.206430,Closed
113,138,101,Software Engineer,Full-time,ONEGO,Mumbai,₹ 8 LPA,2025-12-17 15:57:41.199086,2026-01-07 15:57:41.206437,Expired
248,139,104,Backend Developer,Full-time,LTMINDTREE,Bangalore,₹ 6 LPA,2026-01-20 15:57:41.199093,2026-01-18 15:57:41.206444,Expired
490,140,104,Software Engineer,Internship,INFOSYS,Hyderabad,₹ 12 LPA,2025-10-05 15:57:41.199100,2026-01-05 15:57:41.206450,Expired
325,141,103,UX Design Internship,Internship,UBS,Bangalore,₹ 12 LPA,2025-12-12 15:57:41.199107,2026-01-09 15:57:41.206457,Expired
382,142,103,AI Engineer,Full-time,DELOITTE,Chennai,"₹ 25,000",2025-11-25 15:57:41.199113,2026-01-18 15:57:41.206464,Open
284,143,102,Data Analyst,Internship,DELOITTE,Hyderabad,₹ 6 LPA,2026-01-26 15:57:41.199120,2026-01-25 15:57:41.206471,Open
35,144,104,Frontend Developer,Internship,TCS,Chennai,₹ 10 LPA,2026-01-10 15:57:41.199127,2026-01-05 15:57:41.206477,Closed
190,145,102,Machine Learning Engineer,Internship,INFOSYS,Remote,"₹ 15,000",2025-10-12 15:57:41.199134,2026-01-25 15:57:41.206484,Closed
431,146,102,Data Scientist,Part-time,ALLSTATE,Mumbai,₹ 12 LPA,2025-12-18 15:57:41.199141,2026-01-13 15:57:41.206491,Closed
324,147,102,Full Stack Developer,Full-time,TCS,Remote,"₹ 15,000",2026-01-11 15:57:41.199148,2025-12-30 15:57:41.206498,Expired
15,148,101,Frontend Developer,Full-time,GOOGLE,Pune,"₹ 15,000",2025-11-05 15:57:41.199154,2026-01-20 15:57:41.206505,Closed
24,149,103,Gen-AI Engineer,Part-time,DELOITTE,Pune,₹ 6 LPA,2025-10-08 15:57:41.199161,2026-01-19 15:57:41.206511,Closed
385,150,101,Full Stack Developer,Part-time,UBS,Pune,₹ 10 LPA,2025-11-10 15:57:41.199174,2026-01-17 15:57:41.206521,Open
338,151,103,Software Engineer,Internship,MPHASIS,Hyderabad,₹ 10 LPA,2025-12-30 15:57:41.199182,2026-01-04 15:57:41.206528,Open
286,152,104,Full Stack Developer,Internship,UBS,Hyderabad,"₹ 25,000",2025-11-05 15:57:41.199189,2026-01-08 15:57:41.206535,Closed
38,153,102,Machine Learning Engineer,Part-time,INFOSYS,Remote,"₹ 25,000",2025-12-17 15:57:41.199195,2026-01-07 15:57:41.206542,Closed
331,154,104,Full Stack Developer,Part-time,UBS,Bangalore,₹ 6 LPA,2025-10-13 15:57:41.199202,2026-01-05 15:57:41.206549,Expired
370,155,101,Backend Developer,Part-time,INFOSYS,Remote,₹ 8 LPA,2026-01-13 15:57:41.199209,2026-01-23 15:57:41.206555,Closed
146,156,104,Software Engineer,Internship,DELOITTE,Hyderabad,₹ 8 LPA,2026-01-13 15:57:41.199216,2026-01-03 15:57:41.206562,Closed
20,157,102,Data Scientist,Internship,TCS,Remote,"₹ 15,000",2025-10-08 15:57:41.199223,2026-01-29 15:57:41.206569,Open
353,158,102,Gen-AI Engineer,Full-time,TCS,Hyderabad,"₹ 15,000",2025-11-24 15:57:41.199230,2026-01-26 15:57:41.206575,Closed
38,159,102,Gen-AI Engineer,Part-time,GOOGLE,Hyderabad,₹ 12 LPA,2025-11-27 15:57:41.199237,2025-12-30 15:57:41.206582,Closed
92,160,104,Frontend Developer,Part-time,ONEGO,Mumbai,₹ 8 LPA,2025-11-05 15:57:41.199244,2026-01-19 15:57:41.206589,Open
72,161,104,UX Design Internship,Internship,ALLSTATE,Remote,₹ 10 LPA,2025-11-19 15:57:41.199251,2026-01-12 15:57:41.206596,Expired
279,162,101,Data Scientist,Part-time,GOOGLE,Pune,"₹ 15,000",2025-12-09 15:57:41.199258,2026-01-06 15:57:41.206603,Closed
45,163,104,Backend Developer,Part-time,ALLSTATE,Mumbai,"₹ 25,000",2025-10-19 15:57:41.199265,2026-01-18 15:57:41.206610,Expired
172,164,102,Software Engineer,Internship,ALLSTATE,Pune,₹ 10 LPA,2026-01-04 15:57:41.199272,2026-01-19 15:57:41.206616,Closed
424,165,104,Machine Learning Engineer,Full-time,UBS,Remote,₹ 10 LPA,2025-12-22 15:57:41.199279,2026-01-18 15:57:41.206623,Open
102,166,103,Data Scientist,Part-time,ONEGO,Chennai,₹ 6 LPA,2025-10-05 15:57:41.199286,2026-01-28 15:57:41.206630,Closed
212,167,101,AI Engineer,Part-time,LTMINDTREE,Hyderabad,"₹ 25,000",2025-12-01 15:57:41.199293,2026-01-24 15:57:41.206637,Expired
107,168,104,Machine Learning Engineer,Part-time,ONEGO,Hyderabad,₹ 12 LPA,2025-12-19 15:57:41.199300,2026-01-18 15:57:41.206643,Expired
236,169,102,Data Scientist,Part-time,ONEGO,Pune,"₹ 25,000",2025-10-17 15:57:41.199306,2026-01-25 15:57:41.206650,Closed
161,170,102,Backend Developer,Full-time,DELOITTE,Remote,"₹ 15,000",2026-01-19 15:57:41.199313,2026-01-05 15:57:41.206657,Open
400,171,103,Data Scientist,Full-time,GOOGLE,Remote,₹ 12 LPA,2025-12-18 15:57:41.199320,2026-01-04 15:57:41.206664,Expired
384,172,104,Software Engineer,Part-time,TCS,Mumbai,"₹ 15,000",2025-11-30 15:57:41.199327,2026-01-15 15:57:41.206671,Expired
302,173,102,Full Stack Developer,Full-time,DELOITTE,Remote,₹ 10 LPA,2026-01-28 15:57:41.199334,2026-01-21 15:57:41.206677,Closed
167,174,101,Data Scientist,Internship,MPHASIS,Bangalore,"₹ 25,000",2025-11-29 15:57:41.199344,2026-01-01 15:57:41.206686,Closed
134,175,104,Software Engineer,Full-time,DELOITTE,Pune,₹ 8 LPA,2026-01-01 15:57:41.199351,2026-01-25 15:57:41.206693,Closed
366,176,102,UX Design Internship,Part-time,ALLSTATE,Mumbai,₹ 8 LPA,2025-10-09 15:57:41.199358,2026-01-28 15:57:41.206700,Expired
119,177,104,Machine Learning Engineer,Internship,ALLSTATE,Hyderabad,₹ 12 LPA,2025-11-08 15:57:41.199365,2026-01-25 15:57:41.206707,Open
222,178,104,Software Engineer,Internship,ONEGO,Chennai,₹ 12 LPA,2026-01-27 15:57:41.199372,2026-01-12 15:57:41.206714,Expired
127,179,104,Gen-AI Engineer,Internship,DELOITTE,Bangalore,₹ 12 LPA,2025-12-21 15:57:41.199379,2026-01-17 15:57:41.206720,Expired
293,180,102,Data Analyst,Part-time,ACCENTURE,Pune,₹ 6 LPA,2025-12-16 15:57:41.199386,2026-01-02 15:57:41.206732,Open
146,181,103,Frontend Developer,Internship,INFOSYS,Hyderabad,₹ 12 LPA,2026-01-15 15:57:41.199393,2026-01-21 15:57:41.206739,Closed
460,182,104,Data Analyst,Full-time,ALLSTATE,Pune,"₹ 15,000",2025-12-02 15:57:41.199412,2026-01-10 15:57:41.206746,Closed
